,hot_cold_class,pos_neg_class,date,Degrees Celsius,Wind Gust (MPH),Precipitation,Wind Speed,Humidity,Weather,Visibility
9186,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
9187,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
9188,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
9189,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
9190,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
9191,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
9192,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
9193,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
9194,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
9195,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
9196,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
9197,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
9198,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
9199,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
9200,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
9201,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
9202,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
9203,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
9204,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
9205,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
9206,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
9207,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
9208,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
9209,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
9210,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
9211,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
9212,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
9213,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
9214,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
9215,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
9216,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
9217,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
9218,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
9219,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
9220,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
9221,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
9222,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
9223,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
9224,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
9225,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
9226,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
9227,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
9228,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
9229,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
9230,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
9231,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
9232,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
9233,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
9424,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
9425,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
9426,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
9427,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
9428,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
9429,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
9430,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
9431,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
9432,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
9433,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
9434,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
9435,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
9436,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
9437,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
9438,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
9439,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
9440,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
9441,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
9442,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
9443,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
9444,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
9445,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
9446,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
9447,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
9448,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
9449,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
9450,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
9451,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
9452,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
9453,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
9454,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
9455,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
9456,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
9457,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
9458,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
9459,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
9460,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
9461,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
11514,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
11515,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
11516,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
11517,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
11518,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
11519,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
11520,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
11521,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
11522,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
11523,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
11524,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
11525,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
11526,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
11527,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
11528,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
11529,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
11530,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
11531,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
11532,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
11533,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
11534,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
11535,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
11536,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
11537,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
11538,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
11539,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
11540,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
11541,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
11542,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
11543,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
11544,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
11545,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
11546,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
11547,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
11548,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
11549,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
11550,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
11551,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
11742,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
11743,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
11744,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
11745,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
11746,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
11747,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
11748,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
11749,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
11750,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
11751,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
11752,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
11753,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
11754,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
11755,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
11756,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
11757,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
11758,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
11759,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
11760,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
11761,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
11762,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
11763,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
11764,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
11765,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
11766,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
11767,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
11768,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
11769,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
11770,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
11771,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
11772,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
11773,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
11774,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
11775,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
11776,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
11777,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
11778,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
11779,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
11932,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
11933,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
11934,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
11935,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
11936,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
11937,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
11938,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
11939,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
11940,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
11941,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
11942,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
11943,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
11944,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
11945,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
11946,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
11947,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
11948,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
11949,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
11950,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
11951,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
11952,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
11953,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
11954,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
11955,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
11956,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
11957,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
11958,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
11959,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
11960,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
11961,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
11962,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
11963,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
11964,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
11965,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
11966,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
11967,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
11968,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
11969,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
12730,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
12731,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
12732,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
12733,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
12734,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
12735,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
12736,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
12737,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
12738,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
12739,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
12740,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
12741,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
12742,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
12743,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
12744,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
12745,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
12746,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
12747,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
12748,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
12749,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
12750,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
12751,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
12752,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
12753,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
12754,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
12755,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
12756,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
12757,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
12758,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
12759,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
12760,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
12761,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
12762,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
12763,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
12764,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
12765,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
12766,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
12767,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
12920,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
12921,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
12922,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
12923,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
12924,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
12925,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
12926,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
12927,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
12928,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
12929,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
12930,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
12931,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
12932,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
12933,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
12934,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
12935,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
12936,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
12937,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
12938,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
12939,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
12940,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
12941,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
12942,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
12943,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
12944,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
12945,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
12946,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
12947,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
12948,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
12949,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
12950,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
12951,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
12952,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
12953,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
12954,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
12955,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
12956,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
12957,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
13110,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
13111,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
13112,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
13113,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
13114,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
13115,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
13116,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
13117,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
13118,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
13119,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
13120,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
13121,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
13122,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
13123,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
13124,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
13125,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
13126,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
13127,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
13128,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
13129,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
13130,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
13131,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
13132,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
13133,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
13134,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
13135,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
13136,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
13137,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
13138,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
13139,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
13140,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
13141,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
13142,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
13143,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
13144,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
13145,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
13146,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
13147,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
13414,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
13415,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
13416,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
13417,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
13418,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
13419,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
13420,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
13421,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
13422,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
13423,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
13424,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
13425,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
13426,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
13427,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
13428,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
13429,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
13430,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
13431,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
13432,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
13433,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
13434,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
13435,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
13436,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
13437,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
13438,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
13439,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
13440,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
13441,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
13442,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
13443,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
13444,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
13445,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
13446,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
13447,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
13448,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
13449,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
13450,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
13451,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
15352,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
15353,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
15354,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
15355,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
15356,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
15357,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
15358,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
15359,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
15360,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
15361,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
15362,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
15363,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
15364,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
15365,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
15366,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
15367,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
15368,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
15369,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
15370,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
15371,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
15372,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
15373,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
15374,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
15375,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
15376,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
15377,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
15378,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
15379,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
15380,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
15381,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
15382,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
15383,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
15384,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
15385,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
15386,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
15387,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
15388,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
15389,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
15580,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
15581,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
15582,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
15583,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
15584,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
15585,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
15586,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
15587,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
15588,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
15589,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
15590,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
15591,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
15592,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
15593,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
15594,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
15595,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
15596,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
15597,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
15598,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
15599,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
15600,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
15601,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
15602,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
15603,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
15604,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
15605,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
15606,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
15607,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
15608,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
15609,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
15610,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
15611,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
15612,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
15613,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
15614,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
15615,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
15616,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
15617,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
15922,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
15923,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
